,image_name,c1,c2,c3,c4,c5,c_total,MOS,SD,set
169,10415631353.jpg,0.009174311926610001,0.449541284404,0.477064220183,0.0642201834862,0.0,109,43.08193277310001,0.625377901383,validation
182,10453950204.jpg,0.0,0.056074766355099996,0.738317757009,0.20560747663600001,0.0,107,58.975,0.491507851676,validation
183,10458591.jpg,0.0,0.277227722772,0.5643564356440001,0.138613861386,0.019801980198,101,51.4871794872,0.700070717786,validation
186,10463545414.jpg,0.0,0.11926605504599999,0.7522935779819999,0.128440366972,0.0,109,55.0444915254,0.49991504545000004,validation
189,10465121613.jpg,0.0,0.046728971962599994,0.626168224299,0.317757009346,0.00934579439252,107,61.572368421099995,0.566507769342,validation
191,10466350116.jpg,0.0,0.0,0.25,0.678571428571,0.07142857142860001,112,77.22435897439999,0.540508364551,validation
205,10492897986.jpg,0.0188679245283,0.28301886792500003,0.650943396226,0.0471698113208,0.0,106,44.6283783784,0.577894682577,validation
209,10513907744.jpg,0.0,0.122448979592,0.602040816327,0.265306122449,0.0102040816327,98,59.431192660600004,0.637227848535,validation
225,10544833625.jpg,0.0,0.168316831683,0.7029702970300001,0.12871287128699999,0.0,101,50.5756880734,0.546274511198,validation
232,10567188645.jpg,0.0,0.00943396226415,0.603773584906,0.37735849056599996,0.00943396226415,106,64.1575630252,0.526818930075,validation
250,10605846204.jpg,0.0,0.009174311926610001,0.44036697247699996,0.550458715596,0.0,109,70.4620535714,0.518761168407,validation
255,10619909515.jpg,0.0,0.0280373831776,0.6822429906540001,0.289719626168,0.0,107,60.7775423729,0.501628453763,validation
261,10628497685.jpg,0.0,0.165137614679,0.596330275229,0.23853211009199998,0.0,109,54.947826086999996,0.63401165456,validation
283,10680502673.jpg,0.0,0.00934579439252,0.14953271027999998,0.7009345794390001,0.140186915888,107,78.75625,0.57392958488,validation
287,10686332213.jpg,0.0,0.11320754717,0.660377358491,0.22641509434,0.0,106,57.4216101695,0.5743858785399999,validation
289,10689538413.jpg,0.0,0.0185185185185,0.259259259259,0.657407407407,0.0648148148148,108,73.66875,0.589732736575,validation
292,10692654005.jpg,0.0,0.0280373831776,0.485981308411,0.476635514019,0.00934579439252,107,68.2,0.571620619163,validation
293,10692667386.jpg,0.0,0.0,0.446601941748,0.504854368932,0.048543689320400006,103,71.90330188680001,0.583091924701,validation
296,10694350076.jpg,0.0,0.0280373831776,0.33644859813100003,0.626168224299,0.00934579439252,107,73.1285714286,0.560405173725,validation
299,10706770686.jpg,0.0,0.0,0.235849056604,0.735849056604,0.0283018867925,106,76.85194174760001,0.47241993288999995,validation
307,10728525673.jpg,0.0,0.00961538461538,0.43269230769199996,0.557692307692,0.0,104,68.3026315789,0.519144323841,validation
318,107505789.jpg,0.0,0.13,0.64,0.23,0.0,100,54.35,0.5945883900110001,validation
324,10770026303.jpg,0.0,0.0,0.367924528302,0.622641509434,0.00943396226415,106,72.0825892857,0.501211470345,validation
331,10784159775.jpg,0.0,0.00980392156863,0.196078431373,0.745098039216,0.0490196078431,102,74.8849557522,0.508994997609,validation
358,1085590803.jpg,0.23809523809500002,0.628571428571,0.12380952380999999,0.00952380952381,0.0,105,24.0558035714,0.6282425046819999,validation
360,10856757.jpg,0.155963302752,0.54128440367,0.256880733945,0.045871559633,0.0,109,32.2954545455,0.751258995388,validation
373,10883456586.jpg,0.105769230769,0.7115384615379999,0.163461538462,0.0192307692308,0.0,104,28.8793103448,0.583248864755,validation
383,10905114716.jpg,0.0,0.21904761904800002,0.704761904762,0.0761904761905,0.0,105,50.0695652174,0.526756611228,validation
394,10923819485.jpg,0.00934579439252,0.495327102804,0.42056074766400003,0.0747663551402,0.0,107,40.8275862069,0.646873031394,validation
402,10947519133.jpg,0.0,0.00952380952381,0.32380952381,0.666666666667,0.0,105,74.609223301,0.496692356196,validation
413,10990887046.jpg,0.00684931506849,0.123287671233,0.671232876712,0.19178082191799997,0.00684931506849,146,58.0765306122,0.606374576923,validation
443,11062902804.jpg,0.0,0.0280373831776,0.36448598130800003,0.570093457944,0.0373831775701,107,69.9117647059,0.608816665608,validation
445,11068654734.jpg,0.0,0.058252427184499994,0.485436893204,0.446601941748,0.00970873786408,103,68.06944444439999,0.617345570177,validation
466,11148529964.jpg,0.00826446280992,0.0578512396694,0.760330578512,0.173553719008,0.0,121,58.2,0.506704362814,validation
478,11170786154.jpg,0.0,0.0277777777778,0.444444444444,0.509259259259,0.0185185185185,108,67.6932773109,0.587748459794,validation
479,11172371243.jpg,0.0,0.00990099009901,0.277227722772,0.6435643564360001,0.0693069306931,101,75.8785714286,0.581054009862,validation
495,11229777185.jpg,0.0,0.0555555555556,0.518518518519,0.416666666667,0.00925925925926,108,66.0747663551,0.607085770359,validation
507,11256485296.jpg,0.0,0.0865384615385,0.615384615385,0.298076923077,0.0,104,61.9044117647,0.585804184174,validation
512,11262156493.jpg,0.0,0.015503875969,0.209302325581,0.736434108527,0.0387596899225,129,79.9271653543,0.5211142653190001,validation
514,11268202995.jpg,0.0183486238532,0.449541284404,0.45871559633000003,0.0642201834862,0.009174311926610001,109,41.734375,0.682034891785,validation
519,11273127766.jpg,0.0,0.00961538461538,0.240384615385,0.625,0.125,104,79.5575221239,0.624075118513,validation
524,11291450085.jpg,0.0,0.141509433962,0.6320754716979999,0.22641509434,0.0,106,56.7394957983,0.603449205316,validation
534,1130601148.jpg,0.0,0.0,0.40186915887900004,0.551401869159,0.046728971962599994,107,72.3804347826,0.570539903994,validation
543,11333447674.jpg,0.0,0.0,0.192660550459,0.7522935779819999,0.0550458715596,109,76.9978813559,0.48050686795599995,validation
545,11333782783.jpg,0.0,0.00925925925926,0.407407407407,0.583333333333,0.0,108,70.3584070796,0.515257012426,validation
547,11338371864.jpg,0.0,0.00980392156863,0.5392156862749999,0.45098039215700003,0.0,102,68.8245192308,0.518442630027,validation
549,11341117543.jpg,0.0,0.0606060606061,0.686868686869,0.252525252525,0.0,99,61.6850961538,0.528315916559,validation
555,11369797883.jpg,0.0,0.0,0.32,0.62,0.06,100,74.0277777778,0.561743318212,validation
558,11372421485.jpg,0.0,0.0392156862745,0.588235294118,0.362745098039,0.00980392156863,102,65.685840708,0.5715204324750001,validation
565,11396447303.jpg,0.0,0.269230769231,0.625,0.105769230769,0.0,104,48.0107758621,0.593010697902,validation
579,11414474354.jpg,0.35576923076899997,0.576923076923,0.06730769230769999,0.0,0.0,104,18.5514705882,0.585804184174,validation
584,11426976205.jpg,0.0540540540541,0.5675675675680001,0.36036036035999996,0.018018018018,0.0,111,35.188559321999996,0.610446863081,validation
587,11433593823.jpg,0.0,0.0377358490566,0.641509433962,0.301886792453,0.0188679245283,106,62.948660714300004,0.5718776312789999,validation
588,11436378704.jpg,0.0,0.0,0.145631067961,0.776699029126,0.07766990291260001,103,79.3397435897,0.46992147701000003,validation
601,11474376103.jpg,0.0267857142857,0.23214285714299998,0.517857142857,0.214285714286,0.00892857142857,112,53.25,0.769219631639,validation
604,11484412296.jpg,0.0,0.037037037037,0.685185185185,0.277777777778,0.0,108,63.264150943400004,0.509175077217,validation
619,11518631385.jpg,0.158878504673,0.476635514019,0.327102803738,0.0373831775701,0.0,107,32.2668067227,0.762828914464,validation
630,11533404563.jpg,0.0,0.0285714285714,0.504761904762,0.457142857143,0.00952380952381,105,65.4668141593,0.571451464743,validation
632,11541375264.jpg,0.0,0.17592592592599998,0.759259259259,0.0648148148148,0.0,108,50.351351351400005,0.48013497583000003,validation
638,11555549865.jpg,0.0,0.0480769230769,0.644230769231,0.307692307692,0.0,104,60.9402654867,0.539600576977,validation
642,117172917.jpg,0.0,0.048543689320400006,0.553398058252,0.39805825242700005,0.0,103,62.9789915966,0.572383010807,validation
652,122553631.jpg,0.0280373831776,0.560747663551,0.40186915887900004,0.00934579439252,0.0,107,37.85,0.5622899498089999,validation
666,128781220.jpg,0.030303030303,0.151515151515,0.363636363636,0.424242424242,0.030303030303,99,59.7205882353,0.866828394596,validation
675,1297819816.jpg,0.0,0.0,0.330275229358,0.642201834862,0.0275229357798,109,74.2794117647,0.51826968448,validation
683,1316239068.jpg,0.0,0.0480769230769,0.596153846154,0.35576923076899997,0.0,104,61.6165254237,0.558724676052,validation
715,1396109073.jpg,0.0,0.09009009009010001,0.540540540541,0.36036036035999996,0.00900900900901,111,63.4343220339,0.6379995353,validation
719,1402675396.jpg,0.09821428571429999,0.723214285714,0.16964285714299998,0.00892857142857,0.0,112,29.9102564103,0.546134185217,validation
729,142117255.jpg,0.0,0.0571428571429,0.419047619048,0.457142857143,0.06666666666669999,105,67.9625,0.708012747966,validation
739,1434258458.jpg,0.0,0.0373831775701,0.467289719626,0.439252336449,0.056074766355099996,107,67.8608695652,0.6639573466250001,validation
746,145215893.jpg,0.653846153846,0.33653846153800004,0.00961538461538,0.0,0.0,104,10.14375,0.500839474521,validation
755,147639760.jpg,0.02,0.36,0.42,0.19,0.01,100,47.40625,0.800189371526,validation
763,149836125.jpg,0.0490196078431,0.27450980392200003,0.460784313725,0.21568627450999997,0.0,102,46.756302521,0.817447101134,validation
778,1540229828.jpg,0.0,0.0183486238532,0.266055045872,0.651376146789,0.0642201834862,109,72.9125,0.591593619416,validation
781,1543929747.jpg,0.105769230769,0.509615384615,0.33653846153800004,0.0480769230769,0.0,104,33.7203389831,0.7299728375360001,validation
791,1561250178.jpg,0.0,0.0747663551402,0.635514018692,0.289719626168,0.0,107,61.4191176471,0.56681895188,validation
809,160999577.jpg,0.117647058824,0.637254901961,0.21568627450999997,0.0294117647059,0.0,102,30.590909090900002,0.6561981414,validation
812,1626230781.jpg,0.407766990291,0.553398058252,0.038834951456300004,0.0,0.0,103,15.229357798199999,0.559942070921,validation
847,1799451312.jpg,0.0,0.0636363636364,0.618181818182,0.309090909091,0.00909090909091,110,62.094594594600004,0.585407765473,validation
857,183156510.jpg,0.00980392156863,0.24509803921599999,0.5980392156859999,0.14705882352900002,0.0,102,48.8361344538,0.64935791054,validation
860,186520031.jpg,0.0102040816327,0.112244897959,0.44897959183700004,0.40816326530599994,0.0204081632653,98,60.8298319328,0.740533922394,validation
871,1947195937.jpg,0.0,0.46464646464599996,0.484848484848,0.05050505050509999,0.0,99,41.0818584071,0.589190053016,validation
876,197324620.jpg,0.00980392156863,0.0588235294118,0.480392156863,0.43137254901999994,0.019607843137299998,102,62.5630252101,0.677164483362,validation
886,1995190133.jpg,0.0,0.0,0.156862745098,0.754901960784,0.0882352941176,102,77.369266055,0.492715328041,validation
921,208949930.jpg,0.0,0.00961538461538,0.288461538462,0.663461538462,0.0384615384615,104,72.6848739496,0.5438226658199999,validation
937,2115915075.jpg,0.0,0.114285714286,0.704761904762,0.18095238095199997,0.0,105,55.8086956522,0.541839223008,validation
965,2149719899.jpg,0.020202020201999998,0.505050505051,0.444444444444,0.030303030303,0.0,99,38.1621621622,0.595281383707,validation
979,2172409998.jpg,0.00961538461538,0.153846153846,0.673076923077,0.163461538462,0.0,104,56.0,0.599274517832,validation
990,2190310.jpg,0.0,0.117647058824,0.56862745098,0.28431372549,0.0294117647059,102,58.326923076899995,0.688043038389,validation
999,2197636094.jpg,0.0,0.029702970297,0.435643564356,0.50495049505,0.029702970297,101,72.286407767,0.609333347777,validation
1001,2199106763.jpg,0.0,0.311926605505,0.504587155963,0.183486238532,0.0,109,50.775,0.695234005785,validation
1007,2203797715.jpg,0.0,0.0,0.33333333333299997,0.648148148148,0.0185185185185,108,76.3096330275,0.505079768811,validation
1008,2204368170.jpg,0.00943396226415,0.367924528302,0.584905660377,0.0377358490566,0.0,106,44.2775423729,0.5697527087659999,validation
1016,2217543976.jpg,0.0,0.00943396226415,0.292452830189,0.6886792452830001,0.00943396226415,106,76.1339285714,0.500852821662,validation
1018,2221745311.jpg,0.0294117647059,0.5392156862749999,0.421568627451,0.00980392156863,0.0,102,39.110619469,0.569052385423,validation
1020,2223255997.jpg,0.01,0.38,0.55,0.06,0.0,100,46.825,0.606696635956,validation
1024,2225683996.jpg,0.0,0.009174311926610001,0.348623853211,0.587155963303,0.0550458715596,109,73.51680672270001,0.588426144811,validation
1025,2227011292.jpg,0.0,0.00990099009901,0.39603960396,0.544554455446,0.049504950495,101,70.6580188679,0.595361609062,validation
1037,2237630871.jpg,0.0,0.0212765957447,0.20212765957400003,0.7340425531910001,0.0425531914894,94,78.55,0.540405805984,validation
1039,2239403255.jpg,0.0,0.00970873786408,0.300970873786,0.6116504854370001,0.07766990291260001,103,77.4711538462,0.601729849773,validation
1049,2255689742.jpg,0.0,0.078431372549,0.705882352941,0.21568627450999997,0.0,102,58.75,0.527261103264,validation
1053,2260527943.jpg,0.0192307692308,0.115384615385,0.596153846154,0.269230769231,0.0,104,58.447247706400006,0.672738098865,validation
1055,2263434837.jpg,0.0,0.0,0.231481481481,0.685185185185,0.08333333333330001,108,77.525862069,0.543694781316,validation
1066,2280432289.jpg,0.0,0.49038461538500006,0.46153846153800004,0.0480769230769,0.0,104,43.483644859799995,0.588348405415,validation
1078,2293775114.jpg,0.0272727272727,0.363636363636,0.527272727273,0.0818181818182,0.0,110,43.648305084700006,0.667423812472,validation
1080,22947511.jpg,0.5,0.471153846154,0.028846153846200002,0.0,0.0,104,13.974358974400001,0.556632223656,validation
1092,2305236722.jpg,0.153846153846,0.682692307692,0.163461538462,0.0,0.0,104,25.4605263158,0.56594610721,validation
1093,2306462251.jpg,0.0555555555556,0.592592592593,0.324074074074,0.0277777777778,0.0,108,35.040540540500004,0.623956380331,validation
1094,2308986836.jpg,0.0,0.030303030303,0.535353535354,0.434343434343,0.0,99,64.6869158879,0.551790997093,validation
1100,2314346258.jpg,0.0,0.133333333333,0.695238095238,0.171428571429,0.0,105,54.2754237288,0.5533779054379999,validation
1105,2322053874.jpg,0.0,0.0,0.0909090909091,0.745454545455,0.163636363636,110,80.0336134454,0.501540579076,validation
1108,232327907.jpg,0.00970873786408,0.165048543689,0.504854368932,0.31067961164999996,0.00970873786408,103,57.0861344538,0.7330806203200001,validation
1112,2325353113.jpg,0.485981308411,0.457943925234,0.056074766355099996,0.0,0.0,107,14.5882352941,0.600505283038,validation
1129,2344211137.jpg,0.0,0.0,0.44230769230800004,0.528846153846,0.028846153846200002,104,68.6351351351,0.550561530173,validation
1136,2355891811.jpg,0.0490196078431,0.588235294118,0.35294117647100004,0.00980392156863,0.0,102,34.9082568807,0.582955336942,validation
1142,2363717244.jpg,0.0,0.0192307692308,0.22115384615400002,0.682692307692,0.0769230769231,104,75.5296610169,0.587316144781,validation
1149,2367261033.jpg,0.35185185185199996,0.537037037037,0.111111111111,0.0,0.0,108,18.3175675676,0.639368414562,validation
1150,2367765365.jpg,0.018691588785,0.40186915887900004,0.467289719626,0.11214953271,0.0,107,44.348684210500004,0.697376497953,validation
1166,2405333928.jpg,0.009174311926610001,0.20183486238499998,0.678899082569,0.110091743119,0.0,109,51.0593220339,0.582768767136,validation
1175,2415583702.jpg,0.19811320754700001,0.528301886792,0.235849056604,0.0377358490566,0.0,106,29.3156779661,0.759959331205,validation
1177,2416231204.jpg,0.0,0.11320754717,0.660377358491,0.216981132075,0.00943396226415,106,57.5921052632,0.596862115188,validation
1191,2433641656.jpg,0.0,0.145454545455,0.690909090909,0.145454545455,0.0181818181818,110,55.2455752212,0.6046801069100001,validation
1193,2437860365.jpg,0.0,0.00990099009901,0.336633663366,0.653465346535,0.0,101,71.725,0.501680344758,validation
1198,2447797924.jpg,0.0,0.47474747474699996,0.515151515152,0.010101010100999999,0.0,99,41.65,0.5212451989329999,validation
1204,2460847286.jpg,0.0648148148148,0.518518518519,0.37962962963,0.0277777777778,0.00925925925926,108,36.3349056604,0.696316272737,validation
1216,2476813465.jpg,0.0,0.0693069306931,0.772277227723,0.158415841584,0.0,101,54.5114678899,0.47114774542599996,validation
1233,2500618710.jpg,0.0,0.0294117647059,0.33333333333299997,0.607843137255,0.0294117647059,102,71.0891304348,0.593516382889,validation
1238,2503869220.jpg,0.01,0.45,0.46,0.07,0.01,100,42.0186915888,0.678381913233,validation
1249,2519479147.jpg,0.0,0.00900900900901,0.54954954955,0.414414414414,0.027027027026999998,111,66.5657894737,0.568631271864,validation
1259,2538038277.jpg,0.0,0.0550458715596,0.284403669725,0.623853211009,0.0366972477064,109,68.8025210084,0.645826140172,validation
1265,2542492471.jpg,0.0366972477064,0.467889908257,0.467889908257,0.0275229357798,0.0,109,40.8869565217,0.617861888245,validation
1274,255857546.jpg,0.0,0.019607843137299998,0.24509803921599999,0.647058823529,0.0882352941176,102,75.1806722689,0.614014797872,validation
1283,2569803000.jpg,0.0,0.0366972477064,0.807339449541,0.146788990826,0.009174311926610001,109,57.881578947399994,0.45340108626000003,validation
1337,2636589178.jpg,0.009174311926610001,0.284403669725,0.44036697247699996,0.266055045872,0.0,109,54.697368421099995,0.76891705357,validation
1352,2654797164.jpg,0.0,0.030612244898,0.459183673469,0.489795918367,0.0204081632653,98,71.63571428569999,0.596380837295,validation
1358,2664892520.jpg,0.007407407407409999,0.125925925926,0.7555555555560001,0.111111111111,0.0,135,54.5939849624,0.5174671485819999,validation
1372,26847054.jpg,0.0,0.108910891089,0.60396039604,0.277227722772,0.00990099009901,101,58.6794871795,0.62789921623,validation
1373,2688019250.jpg,0.0,0.130841121495,0.775700934579,0.09345794392519999,0.0,107,52.8571428571,0.474346295857,validation
1387,2703740653.jpg,0.0,0.040404040403999995,0.69696969697,0.26262626262600003,0.0,99,61.2642857143,0.506197419654,validation
1409,2726774995.jpg,0.12037037037000001,0.7037037037039999,0.166666666667,0.00925925925926,0.0,108,27.55,0.568209980736,validation
1420,2741661469.jpg,0.0,0.0373831775701,0.495327102804,0.467289719626,0.0,107,69.00467289720001,0.568217164384,validation
1423,274223521.jpg,0.04,0.66,0.28,0.02,0.0,100,32.997663551399995,0.569954809479,validation
1424,2743703757.jpg,0.0,0.168316831683,0.772277227723,0.0594059405941,0.0,101,52.75,0.466925906307,validation
1429,2748301393.jpg,0.0294117647059,0.509803921569,0.392156862745,0.0686274509804,0.0,102,40.825,0.671189279939,validation
1457,278636331.jpg,0.0,0.11650485436899999,0.592233009709,0.271844660194,0.0194174757282,103,58.087053571400006,0.657658538661,validation
1471,2807676440.jpg,0.0,0.019801980198,0.653465346535,0.326732673267,0.0,101,63.175,0.504828173885,validation
1573,2924727768.jpg,0.00925925925926,0.00925925925926,0.462962962963,0.49074074074100005,0.0277777777778,108,67.2920353982,0.618733730744,validation
1585,2938430307.jpg,0.0,0.0194174757282,0.339805825243,0.621359223301,0.0194174757282,103,72.5982142857,0.557557153178,validation
1587,2941933060.jpg,0.0,0.0,0.166666666667,0.754385964912,0.0789473684211,114,79.4789915966,0.48992330100000003,validation
1591,2946661592.jpg,0.0,0.0280373831776,0.33644859813100003,0.588785046729,0.046728971962599994,107,71.0210084034,0.615871889066,validation
1597,2952066894.jpg,0.0,0.03,0.41,0.53,0.03,100,70.2702702703,0.6083592771549999,validation
1628,2986131608.jpg,0.0,0.228571428571,0.666666666667,0.104761904762,0.0,105,50.572368421099995,0.566623570867,validation
1644,30054528.jpg,0.0,0.018691588785,0.373831775701,0.598130841121,0.00934579439252,107,69.3072033898,0.547029940958,validation
1645,3006180799.jpg,0.0,0.09433962264149999,0.8113207547169999,0.09433962264149999,0.0,106,55.1824324324,0.436435780472,validation
1646,3007216990.jpg,0.018691588785,0.532710280374,0.44859813084100003,0.0,0.0,107,39.1302521008,0.533980240125,validation
1687,3048643650.jpg,0.0,0.13953488372099998,0.782945736434,0.077519379845,0.0,129,53.2283464567,0.46354506901500003,validation
1688,3049913075.jpg,0.0,0.0072992700729899995,0.467153284672,0.5182481751820001,0.0072992700729899995,137,71.2103448276,0.529709853583,validation
1700,3069379747.jpg,0.0,0.0571428571429,0.647619047619,0.28571428571400004,0.00952380952381,105,63.1553398058,0.568076247268,validation
1723,3091624267.jpg,0.796460176991,0.194690265487,0.008849557522120001,0.0,0.0,113,4.94871794872,0.432007924729,validation
1724,3092999912.jpg,0.0980392156863,0.617647058824,0.21568627450999997,0.0686274509804,0.0,102,33.55,0.726939529398,validation
1750,3115828038.jpg,0.20388349514600002,0.679611650485,0.11650485436899999,0.0,0.0,103,24.4928571429,0.561978230625,validation
1761,3125804438.jpg,0.0,0.111111111111,0.685185185185,0.203703703704,0.0,108,56.4125,0.555970769033,validation
1765,3128928410.jpg,0.0,0.029702970297,0.277227722772,0.663366336634,0.029702970297,101,72.5252293578,0.578663533626,validation
1769,3130276162.jpg,0.046728971962599994,0.411214953271,0.485981308411,0.056074766355099996,0.0,107,41.63125,0.6761941897570001,validation
1773,3132104449.jpg,0.0,0.030303030303,0.33333333333299997,0.636363636364,0.0,99,74.8571428571,0.549919879474,validation
1785,3146365512.jpg,0.0,0.00980392156863,0.20588235294100002,0.705882352941,0.078431372549,102,79.2654867257,0.552170493536,validation
1815,3170684406.jpg,0.0,0.0188679245283,0.39622641509400003,0.566037735849,0.0188679245283,106,69.8424369748,0.5668278403,validation
1838,3193120688.jpg,0.0,0.08333333333330001,0.638888888889,0.277777777778,0.0,108,61.6334951456,0.5712477462,validation
1842,3195516092.jpg,0.0,0.00952380952381,0.4,0.580952380952,0.00952380952381,105,69.4092920354,0.53160204345,validation
1846,3201560837.jpg,0.0188679245283,0.43396226415100003,0.5094339622640001,0.0377358490566,0.0,106,41.734375,0.601883835091,validation
1872,3228957282.jpg,0.0,0.008,0.488,0.504,0.0,125,69.52822580649999,0.517811773001,validation
1883,324220404.jpg,0.0,0.0392156862745,0.5196078431369999,0.44117647058799997,0.0,102,62.61009174310001,0.567429568562,validation
1909,3259283855.jpg,0.0190476190476,0.33333333333299997,0.533333333333,0.104761904762,0.00952380952381,105,45.4623893805,0.7041218259559999,validation
1929,3281066235.jpg,0.0,0.0,0.32,0.62,0.06,100,73.0911214953,0.561743318212,validation
1931,3284203868.jpg,0.0,0.00970873786408,0.35922330097099997,0.6116504854370001,0.0194174757282,103,70.0,0.539687072221,validation
1951,3304676774.jpg,0.0,0.0384615384615,0.615384615385,0.346153846154,0.0,104,63.464285714300004,0.541069115642,validation
1976,3323937813.jpg,0.0,0.0857142857143,0.628571428571,0.28571428571400004,0.0,105,58.75,0.5784594926309999,validation
1996,3347228837.jpg,0.0,0.052631578947400004,0.42105263157899997,0.484210526316,0.0421052631579,95,70.77142857140001,0.666255939173,validation
1999,3351610329.jpg,0.0,0.00943396226415,0.575471698113,0.405660377358,0.00943396226415,106,65.8950892857,0.532164037158,validation
2005,3355714233.jpg,0.0,0.09009009009010001,0.666666666667,0.24324324324299998,0.0,111,58.889830508500005,0.559190944754,validation
2014,336052627.jpg,0.0190476190476,0.40952380952399997,0.514285714286,0.0571428571429,0.0,105,42.6216216216,0.627805060619,validation
2019,3364868711.jpg,0.15533980582499998,0.708737864078,0.126213592233,0.00970873786408,0.0,103,26.5675675676,0.568712781692,validation
2026,3367803108.jpg,0.0,0.020202020201999998,0.616161616162,0.363636363636,0.0,99,66.9221698113,0.518270596756,validation
2040,3379476157.jpg,0.00943396226415,0.056603773584900006,0.48113207547200004,0.42452830188699997,0.0283018867925,106,62.4555084746,0.686999021096,validation
2055,338924292.jpg,0.0660377358491,0.660377358491,0.27358490566,0.0,0.0,106,32.317961165,0.547148123621,validation
2067,3405525198.jpg,0.0625,0.580357142857,0.34821428571400004,0.00892857142857,0.0,112,34.2115384615,0.5978834396980001,validation
2068,3411974393.jpg,0.00900900900901,0.24324324324299998,0.6126126126129999,0.135135135135,0.0,111,50.5,0.6341367377229999,validation
2069,3412359483.jpg,0.0,0.00900900900901,0.423423423423,0.540540540541,0.027027027026999998,111,67.95454545449999,0.563567669059,validation
2077,3420154563.jpg,0.00900900900901,0.18018018017999998,0.666666666667,0.144144144144,0.0,111,52.737288135600004,0.60057302694,validation
2078,3421464878.jpg,0.0,0.019801980198,0.534653465347,0.435643564356,0.00990099009901,101,63.5940366972,0.5552628491830001,validation
2092,3437594883.jpg,0.09345794392519999,0.551401869159,0.355140186916,0.0,0.0,107,34.7690677966,0.619440535744,validation
2105,3450351361.jpg,0.0,0.0,0.15533980582499998,0.78640776699,0.058252427184499994,103,82.3318584071,0.454057159458,validation
2125,3468424403.jpg,0.0,0.163636363636,0.6818181818179999,0.15454545454500002,0.0,110,54.34533898310001,0.566584075487,validation
2144,3485554199.jpg,0.01,0.19,0.73,0.07,0.0,100,50.3457943925,0.532195756496,validation
2150,3490456545.jpg,0.08333333333330001,0.407407407407,0.48148148148100006,0.0277777777778,0.0,108,38.963983050799996,0.68881937813,validation
2156,3494678423.jpg,0.0,0.304761904762,0.590476190476,0.104761904762,0.0,105,48.221428571400004,0.6108002317260001,validation
2163,3502153355.jpg,0.0,0.045871559633,0.51376146789,0.43119266055,0.009174311926610001,109,63.860619469,0.5950298164810001,validation
2185,35311267.jpg,0.11214953271,0.738317757009,0.140186915888,0.00934579439252,0.0,107,26.997899159699998,0.538747281569,validation
2186,3532282772.jpg,0.0,0.115044247788,0.49557522123899994,0.380530973451,0.008849557522120001,113,60.3857758621,0.674391611389,validation
2204,3547062481.jpg,0.0,0.0238095238095,0.674603174603,0.293650793651,0.00793650793651,126,64.0535714286,0.5193402408,validation
2208,3549424661.jpg,0.045871559633,0.449541284404,0.422018348624,0.0825688073394,0.0,109,41.0125,0.714040538477,validation
2222,3566079728.jpg,0.0,0.0285714285714,0.542857142857,0.419047619048,0.00952380952381,105,63.1351351351,0.566623570867,validation
2233,3575258454.jpg,0.0,0.0416666666667,0.614583333333,0.33333333333299997,0.0104166666667,96,64.0142857143,0.567774973958,validation
2237,3576771116.jpg,0.0,0.174757281553,0.708737864078,0.11650485436899999,0.0,103,52.997706422,0.539157707628,validation
